space,day,time,poi,tid,label
21.293131 -157.839328,Thursday,181,466851,39433,1302
21.458482 -158.010359,Thursday,473,424450,39433,1302
21.316287 -157.870337,Thursday,1060,395698,39433,1302
21.458482 -158.010359,Friday,409,424450,39433,1302
21.316287 -157.870337,Friday,1161,395698,39433,1302
21.306615 -157.858698,Friday,1378,183172,39433,1302
21.427725 -157.99778,Saturday,1205,14272,39433,1302
21.427725 -157.99778,Saturday,1238,14272,39433,1302
21.302067 -157.831215,Sunday,1189,364262,39433,1302
21.316287 -157.870337,Wednesday,1152,395698,39433,1302
21.302167 -157.852428,Thursday,1032,422582,39435,1302
21.302724 -157.850688,Friday,290,575250,39435,1302
21.316287 -157.870337,Friday,1070,395698,39435,1302
21.291141 -157.843893,Friday,1415,26508,39435,1302
21.427725 -157.99778,Sunday,122,14272,39435,1302
21.427725 -157.99778,Sunday,179,14272,39435,1302
21.301424 -157.836193,Sunday,1324,5853,39435,1302
21.316287 -157.870337,Monday,1048,395698,39435,1302
21.458482 -158.010359,Tuesday,244,424450,39435,1302
21.454093 -158.006346,Tuesday,270,642861,39435,1302
21.458482 -158.010359,Tuesday,346,424450,39435,1302
21.316287 -157.870337,Tuesday,1054,395698,39435,1302
21.458482 -158.010359,Wednesday,245,424450,39435,1302
21.319186 -157.876523,Thursday,33,756391,39437,1302
21.316287 -157.870337,Thursday,33,395698,39437,1302
21.458482 -158.010359,Thursday,402,424450,39437,1302
21.302167 -157.852428,Thursday,1016,422582,39437,1302
21.316287 -157.870337,Thursday,1067,395698,39437,1302
21.294715 -157.855875,Thursday,1351,735319,39437,1302
21.292649 -157.852384,Thursday,1353,212578,39437,1302
21.316287 -157.870337,Friday,32,395698,39437,1302
21.291141 -157.843893,Friday,238,744475,39437,1302
21.272109 -157.822973,Friday,317,47316,39437,1302
21.44176 -158.022368,Saturday,455,77552,39437,1302
21.458482 -158.010359,Sunday,1385,424450,39437,1302
21.30005 -157.849202,Monday,1039,506754,39437,1302
21.316287 -157.870337,Tuesday,1103,395698,39437,1302
21.312396 -157.861885,Tuesday,1434,576983,39437,1302
21.316287 -157.870337,Thursday,23,395698,39453,1302
21.293131 -157.839328,Thursday,176,466851,39453,1302
21.316287 -157.870337,Thursday,1068,395698,39453,1302
21.316287 -157.870337,Friday,1333,395698,39453,1302
21.302067 -157.831215,Sunday,1195,364262,39453,1302
21.291141 -157.843893,Sunday,1345,26508,39453,1302
21.458482 -158.010359,Monday,44,424450,39453,1302
21.316287 -157.870337,Monday,1044,395698,39453,1302
21.427725 -157.99778,Tuesday,1002,14272,39453,1302
21.316287 -157.870337,Tuesday,1329,395698,39453,1302
21.294715 -157.855875,Tuesday,1384,735319,39453,1302
21.316287 -157.870337,Wednesday,29,395698,39453,1302
21.316287 -157.870337,Wednesday,1042,395698,39453,1302
21.458482 -158.010359,Thursday,457,424450,39457,1302
21.316287 -157.870337,Thursday,1043,395698,39457,1302
21.316287 -157.870337,Friday,1044,395698,39457,1302
21.316287 -157.870337,Saturday,36,395698,39457,1302
21.458482 -158.010359,Saturday,306,424450,39457,1302
21.427725 -157.99778,Saturday,1253,14272,39457,1302
21.316287 -157.870337,Tuesday,1049,395698,39457,1302
21.293131 -157.839328,Wednesday,223,466851,39457,1302
21.454093 -158.006346,Wednesday,295,642861,39457,1302
21.316287 -157.870337,Wednesday,1066,395698,39457,1302
21.293131 -157.839328,Thursday,159,466851,39458,1302
21.388619 -157.953027,Thursday,484,366321,39458,1302
21.316287 -157.870337,Thursday,1046,395698,39458,1302
21.316287 -157.870337,Friday,69,395698,39458,1302
21.457855 -158.00975,Friday,345,135866,39458,1302
21.293131 -157.839328,Friday,1174,466851,39458,1302
21.302067 -157.831215,Sunday,1205,364262,39458,1302
21.457855 -158.00975,Monday,411,135866,39458,1302
21.312396 -157.861885,Tuesday,19,576983,39458,1302
21.316287 -157.870337,Tuesday,1336,395698,39458,1302
21.316287 -157.870337,Wednesday,1052,395698,39458,1302
21.458482 -158.010359,Thursday,489,424450,39462,1302
21.318448 -157.870576,Thursday,1020,673975,39462,1302
21.313405 -157.870261,Thursday,1037,124391,39462,1302
21.316287 -157.870337,Friday,1060,395698,39462,1302
21.272109 -157.822973,Saturday,271,47316,39462,1302
21.290162 -157.844568,Saturday,1389,82692,39462,1302
21.302067 -157.831215,Sunday,1233,364262,39462,1302
21.457855 -158.00975,Monday,172,135866,39462,1302
21.316287 -157.870337,Monday,1055,395698,39462,1302
21.290162 -157.844568,Monday,1388,82692,39462,1302
21.316287 -157.870337,Monday,1435,395698,39462,1302
21.457855 -158.00975,Tuesday,237,135866,39462,1302
21.316287 -157.870337,Tuesday,1098,395698,39462,1302
21.457855 -158.00975,Wednesday,240,135866,39462,1302
21.316287 -157.870337,Thursday,1026,395698,39475,1302
21.316287 -157.870337,Friday,1031,395698,39475,1302
21.306944 -157.858333,Saturday,1248,720662,39475,1302
21.291141 -157.843893,Sunday,1351,744475,39475,1302
21.316287 -157.870337,Monday,1014,395698,39475,1302
21.316287 -157.870337,Monday,1387,395698,39475,1302
21.316287 -157.870337,Tuesday,1029,395698,39475,1302
21.316287 -157.870337,Wednesday,70,395698,39475,1302
21.458482 -158.010359,Wednesday,184,424450,39475,1302
21.316287 -157.870337,Wednesday,1034,395698,39475,1302
21.293402 -157.839639,Thursday,109,651786,39479,1302
21.458482 -158.010359,Thursday,376,424450,39479,1302
21.458482 -158.010359,Sunday,1091,424450,39479,1302
21.302067 -157.831215,Sunday,1124,364262,39479,1302
21.458482 -158.010359,Monday,510,424450,39479,1302
21.316287 -157.870337,Monday,1060,395698,39479,1302
21.458482 -158.010359,Tuesday,191,424450,39479,1302
21.458482 -158.010359,Wednesday,501,424450,39479,1302
21.316287 -157.870337,Wednesday,1188,395698,39479,1302
21.316287 -157.870337,Wednesday,1361,395698,39479,1302
21.297148 -157.841187,Friday,978,309862,39485,1302
21.297148 -157.841187,Saturday,1393,309862,39485,1302
21.302067 -157.831215,Sunday,1135,364262,39485,1302
21.427104 -158.001595,Monday,64,697664,39485,1302
21.316287 -157.870337,Monday,1002,395698,39485,1302
21.297148 -157.841187,Tuesday,984,309862,39485,1302
21.297148 -157.841187,Wednesday,974,309862,39485,1302
21.297148 -157.841187,Wednesday,994,309862,39485,1302
21.316287 -157.870337,Wednesday,994,395698,39485,1302
21.290141 -157.84561,Thursday,96,710980,39485,1302
21.293131 -157.839328,Thursday,111,466851,39485,1302
21.316287 -157.870337,Thursday,1031,395698,39485,1302
21.318124 -157.873408,Thursday,1409,455708,39485,1302
30.264055 -97.7426,Friday,1148,243764,39494,1302
30.131289 -98.011794,Saturday,68,581689,39494,1302
30.261989 -97.739457,Saturday,1246,523221,39494,1302
30.261989 -97.739457,Sunday,907,523221,39494,1302
30.26766 -97.741455,Monday,237,317556,39494,1302
30.269444 -97.736105,Monday,251,678838,39494,1302
30.261989 -97.739457,Monday,1009,523221,39494,1302
30.19465 -97.669962,Tuesday,653,483744,39494,1302
21.334479 -157.91948,Tuesday,1409,690929,39494,1302
21.302529 -157.852131,Wednesday,978,439550,39494,1302
21.293402 -157.839639,Thursday,105,651786,39494,1302
21.316811 -157.871013,Thursday,1005,759758,39494,1302
21.316811 -157.871013,Friday,1002,759758,39498,1302
21.302067 -157.831215,Sunday,1131,364262,39498,1302
21.290141 -157.84561,Sunday,1271,44337,39498,1302
21.290141 -157.84561,Sunday,1303,710980,39498,1302
21.301424 -157.836193,Sunday,1315,5853,39498,1302
21.316811 -157.871013,Monday,997,759758,39498,1302
21.316811 -157.871013,Tuesday,979,759758,39498,1302
21.302529 -157.852131,Wednesday,975,439550,39498,1302
21.316811 -157.871013,Wednesday,1037,759758,39498,1302
21.293402 -157.839639,Thursday,119,651786,39498,1302
21.316811 -157.871013,Thursday,989,759758,39498,1302
21.454084 -158.007028,Friday,202,690912,39500,1302
21.302529 -157.852131,Friday,940,439550,39500,1302
21.317962 -157.871571,Friday,989,587983,39500,1302
21.317962 -157.871571,Friday,1427,587983,39500,1302
21.363053 -157.899664,Saturday,178,338444,39500,1302
21.290141 -157.84561,Sunday,102,710980,39500,1302
21.425996 -158.001029,Sunday,185,216828,39500,1302
21.294893 -157.841735,Sunday,1052,764083,39500,1302
21.317962 -157.871571,Monday,1008,587983,39500,1302
21.317962 -157.871571,Tuesday,1039,587983,39500,1302
21.425996 -158.001029,Wednesday,181,216828,39500,1302
21.317962 -157.871571,Wednesday,1145,587983,39500,1302
21.318618 -157.865356,Wednesday,1341,157340,39500,1302
21.317962 -157.871571,Wednesday,1364,587983,39500,1302
21.293402 -157.839639,Thursday,130,651786,39500,1302
21.317962 -157.871571,Friday,11,587983,39501,1302
21.334479 -157.91948,Friday,26,690929,39501,1302
21.317962 -157.871571,Friday,1003,587983,39501,1302
21.317962 -157.871571,Friday,1383,587983,39501,1302
21.290141 -157.84561,Sunday,1274,44337,39501,1302
21.425996 -158.001029,Monday,55,216828,39501,1302
21.318618 -157.865356,Monday,1300,157340,39501,1302
21.317962 -157.871571,Tuesday,129,587983,39501,1302
21.317962 -157.871571,Tuesday,1014,587983,39501,1302
21.290141 -157.84561,Wednesday,1429,710980,39501,1302
21.293402 -157.839639,Thursday,105,651786,39501,1302
21.317962 -157.871571,Thursday,1004,587983,39501,1302
21.317962 -157.871571,Friday,1075,587983,39502,1302
21.317962 -157.871571,Friday,1419,587983,39502,1302
21.302067 -157.831215,Sunday,1192,364262,39502,1302
21.307667 -157.809525,Sunday,1216,361503,39502,1302
21.302067 -157.831215,Sunday,1251,364262,39502,1302
21.301752 -157.836401,Sunday,1293,361858,39502,1302
21.317962 -157.871571,Monday,980,587983,39502,1302
21.454084 -158.007028,Tuesday,171,690912,39502,1302
21.317962 -157.871571,Tuesday,980,587983,39502,1302
21.302529 -157.852131,Wednesday,981,439550,39502,1302
21.317962 -157.871571,Wednesday,1109,587983,39502,1302
21.317962 -157.871571,Wednesday,1298,587983,39502,1302
21.293131 -157.839328,Thursday,112,466851,39502,1302
21.454084 -158.007028,Thursday,317,690912,39502,1302
21.317962 -157.871571,Friday,975,587983,39503,1302
21.425996 -158.001029,Sunday,171,216828,39503,1302
21.44176 -158.022368,Monday,174,77552,39503,1302
21.317962 -157.871571,Monday,959,587983,39503,1302
21.293402 -157.839639,Monday,1429,651786,39503,1302
21.317962 -157.871571,Tuesday,12,587983,39503,1302
21.454084 -158.007028,Tuesday,170,690912,39503,1302
21.317962 -157.871571,Tuesday,978,587983,39503,1302
21.302529 -157.852131,Wednesday,984,439550,39503,1302
21.317962 -157.871571,Wednesday,1031,587983,39503,1302
21.293402 -157.839639,Thursday,107,651786,39503,1302
21.289653 -157.836487,Friday,1410,339906,39505,1302
21.425996 -158.001029,Saturday,204,216828,39505,1302
21.454084 -158.007028,Sunday,199,690912,39505,1302
21.290141 -157.84561,Monday,1312,710980,39505,1302
21.290141 -157.84561,Monday,1363,44337,39505,1302
21.294893 -157.841735,Monday,1390,764083,39505,1302
21.317962 -157.871571,Tuesday,980,587983,39505,1302
21.317962 -157.871571,Wednesday,47,587983,39505,1302
21.425996 -158.001029,Wednesday,178,216828,39505,1302
21.317962 -157.871571,Wednesday,992,587983,39505,1302
21.293402 -157.839639,Thursday,115,651786,39505,1302
21.317962 -157.871571,Thursday,995,587983,39505,1302
21.425996 -158.001029,Sunday,1271,216828,39507,1302
21.301752 -157.836401,Sunday,1365,361858,39507,1302
21.425996 -158.001029,Monday,21,216828,39507,1302
21.454084 -158.007028,Monday,335,690912,39507,1302
21.317962 -157.871571,Monday,997,587983,39507,1302
21.290141 -157.84561,Monday,1401,710980,39507,1302
21.317962 -157.871571,Tuesday,994,587983,39507,1302
21.454084 -158.007028,Wednesday,447,690912,39507,1302
21.317962 -157.871571,Wednesday,990,587983,39507,1302
21.290141 -157.84561,Wednesday,1428,710980,39507,1302
21.293402 -157.839639,Thursday,121,651786,39507,1302
21.316811 -157.871013,Friday,1012,759758,39509,1302
21.425996 -158.001029,Saturday,1153,216828,39509,1302
21.28611 -157.84002,Saturday,1191,354036,39509,1302
21.291142 -157.843893,Saturday,1364,511877,39509,1302
21.290141 -157.84561,Saturday,1390,710980,39509,1302
21.302084 -157.831204,Sunday,1133,980,39509,1302
21.307667 -157.809525,Sunday,1203,361503,39509,1302
21.28611 -157.84002,Monday,63,354036,39509,1302
21.318448 -157.870576,Monday,338,673975,39509,1302
21.317962 -157.871571,Monday,1002,655180,39509,1302
21.293402 -157.839639,Thursday,114,651786,39509,1302
21.283918 -157.814221,Thursday,296,422155,39509,1302
21.316811 -157.871013,Thursday,997,759758,39509,1302
-33.421276 149.572478,Tuesday,79,272522,79707,2807
-33.417728 149.57547,Wednesday,482,459450,79707,2807
-33.421276 149.572478,Thursday,907,272522,79707,2807
-33.421276 149.572478,Friday,241,272522,79707,2807
-33.416586 149.578761,Friday,743,16587,79707,2807
-33.4176 149.57678,Friday,829,721133,79707,2807
-33.4176 149.57678,Friday,909,721133,79707,2807
-33.421276 149.572478,Friday,974,272522,79707,2807
-33.421276 149.572478,Saturday,118,272522,79707,2807
-33.421276 149.572478,Sunday,729,272522,79707,2807
-33.421276 149.572478,Friday,400,412763,79715,2807
-33.421276 149.572478,Friday,937,272522,79715,2807
-33.421276 149.572478,Saturday,393,272522,79715,2807
-33.421276 149.572478,Sunday,339,272522,79715,2807
-33.4176 149.57678,Monday,515,721133,79715,2807
-33.4176 149.57678,Monday,580,721133,79715,2807
-33.416586 149.578761,Monday,709,16587,79715,2807
-33.421276 149.572478,Monday,757,272522,79715,2807
-33.421276 149.572478,Tuesday,167,412763,79715,2807
-33.4176 149.57678,Wednesday,441,721133,79715,2807
-33.417728 149.57547,Wednesday,547,459450,79715,2807
-33.415981 149.58026,Wednesday,1320,516284,79715,2807
-33.421276 149.572478,Thursday,608,272522,79716,2807
-33.4176 149.57678,Friday,254,721133,79716,2807
-33.4176 149.57678,Friday,473,721133,79716,2807
-33.416586 149.578761,Friday,619,16587,79716,2807
-33.416586 149.578761,Friday,667,16587,79716,2807
-33.421276 149.572478,Saturday,237,272522,79716,2807
-33.882815 151.205875,Monday,152,256155,79716,2807
-33.882815 151.205875,Tuesday,377,256155,79716,2807
-33.421276 149.572478,Wednesday,287,412763,79716,2807
-33.4176 149.57678,Wednesday,427,721133,79716,2807
-33.417728 149.57547,Wednesday,521,459450,79716,2807
-33.416586 149.578761,Thursday,629,16587,79718,2807
-33.421276 149.572478,Thursday,810,272522,79718,2807
-33.421276 149.572478,Friday,755,272522,79718,2807
-33.421276 149.572478,Saturday,191,272522,79718,2807
-33.4176 149.57678,Saturday,656,721133,79718,2807
-33.421276 149.572478,Sunday,1405,412763,79718,2807
-33.4176 149.57678,Tuesday,685,721133,79718,2807
-33.415981 149.58026,Tuesday,1259,516284,79718,2807
-33.417728 149.57547,Wednesday,449,459450,79718,2807
-33.421276 149.572478,Wednesday,739,272522,79718,2807
-33.421276 149.572478,Thursday,875,272522,79741,2807
-33.421276 149.572478,Friday,868,272522,79741,2807
-33.421276 149.572478,Friday,1384,272522,79741,2807
-33.421276 149.572478,Saturday,800,272522,79741,2807
-33.421276 149.572478,Sunday,553,272522,79741,2807
-33.421276 149.572478,Monday,297,412763,79741,2807
-33.421276 149.572478,Monday,568,272522,79741,2807
-33.421276 149.572478,Tuesday,672,272522,79741,2807
-33.421276 149.572478,Tuesday,777,412763,79741,2807
-33.421276 149.572478,Wednesday,610,272522,79741,2807
-33.421276 149.572478,Wednesday,1350,272522,79741,2807
-33.421276 149.572478,Thursday,431,272522,79743,2807
-33.421276 149.572478,Friday,813,272522,79743,2807
-33.421276 149.572478,Friday,1320,272522,79743,2807
-33.421276 149.572478,Saturday,555,272522,79743,2807
-33.421276 149.572478,Sunday,165,412763,79743,2807
-33.421276 149.572478,Sunday,817,272522,79743,2807
-33.421276 149.572478,Tuesday,793,412763,79743,2807
-33.421276 149.572478,Tuesday,817,412763,79743,2807
-33.421276 149.572478,Tuesday,953,272522,79743,2807
-33.421276 149.572478,Wednesday,129,412763,79743,2807
-33.416498 149.579488,Thursday,3,694660,79755,2807
-33.421276 149.572478,Thursday,319,412763,79755,2807
-33.421276 149.572478,Saturday,164,272522,79755,2807
-33.421276 149.572478,Saturday,1331,272522,79755,2807
-33.421276 149.572478,Sunday,341,272522,79755,2807
-33.421276 149.572478,Sunday,1265,272522,79755,2807
-33.421276 149.572478,Monday,168,412763,79755,2807
-33.421276 149.572478,Tuesday,161,412763,79755,2807
-33.421276 149.572478,Tuesday,709,272522,79755,2807
-33.421276 149.572478,Tuesday,1380,412763,79755,2807
-33.417728 149.57547,Wednesday,519,459450,79755,2807
-33.4176 149.57678,Wednesday,583,721133,79755,2807
-33.416498 149.579488,Wednesday,1420,694660,79755,2807
-33.421276 149.572478,Friday,755,272522,79756,2807
-33.421276 149.572478,Saturday,130,412763,79756,2807
-33.421276 149.572478,Saturday,1400,412763,79756,2807
-33.421276 149.572478,Sunday,501,272522,79756,2807
-33.421276 149.572478,Sunday,1310,412763,79756,2807
-33.421276 149.572478,Monday,557,272522,79756,2807
-33.421276 149.572478,Monday,1400,412763,79756,2807
-33.421276 149.572478,Tuesday,1295,272522,79756,2807
-33.421276 149.572478,Wednesday,725,272522,79756,2807
-33.421276 149.572478,Wednesday,1335,272522,79756,2807
-33.421276 149.572478,Thursday,112,272522,79757,2807
-33.894665 151.182354,Thursday,1386,9842,79757,2807
-33.894665 151.182354,Friday,316,9842,79757,2807
-33.894665 151.182354,Friday,1344,9842,79757,2807
-33.421276 149.572478,Saturday,543,272522,79757,2807
-33.421276 149.572478,Sunday,1333,412763,79757,2807
-33.421276 149.572478,Tuesday,1418,412763,79757,2807
-33.417728 149.57547,Wednesday,386,459450,79757,2807
-33.417728 149.57547,Wednesday,467,459450,79757,2807
-33.4176 149.57678,Wednesday,610,721133,79757,2807
-33.421276 149.572478,Wednesday,1313,272522,79757,2807
27.759672 -82.678685,Tuesday,799,190035,82936,2868
27.73991 -82.707202,Tuesday,1017,411128,82936,2868
27.73991 -82.707202,Wednesday,261,411128,82936,2868
27.73991 -82.707202,Wednesday,983,411128,82936,2868
27.73991 -82.707202,Wednesday,1055,411128,82936,2868
27.759672 -82.678685,Thursday,779,190035,82936,2868
27.73991 -82.707202,Thursday,1013,411128,82936,2868
27.73991 -82.707202,Friday,192,411128,82936,2868
27.759672 -82.678685,Friday,787,190035,82936,2868
27.759672 -82.678685,Friday,959,190035,82936,2868
27.73991 -82.707202,Friday,1076,411128,82936,2868
27.73991 -82.707202,Sunday,381,411128,82936,2868
27.73991 -82.707202,Sunday,977,411128,82936,2868
27.73991 -82.707202,Sunday,1160,411128,82936,2868
27.73991 -82.707202,Sunday,1244,411128,82936,2868
27.73991 -82.707202,Monday,1017,411128,82936,2868
27.73991 -82.707202,Monday,1203,411128,82936,2868
27.759672 -82.678685,Thursday,761,190035,82944,2868
27.759672 -82.678685,Thursday,823,190035,82944,2868
27.73991 -82.707202,Thursday,998,411128,82944,2868
27.772004 -82.640891,Thursday,1046,422321,82944,2868
27.772004 -82.640891,Thursday,1058,422321,82944,2868
27.772004 -82.640891,Thursday,1075,422321,82944,2868
27.772004 -82.640891,Thursday,1111,422321,82944,2868
27.759672 -82.678685,Friday,784,190035,82944,2868
27.759672 -82.678685,Friday,839,190035,82944,2868
27.759672 -82.678685,Saturday,146,190035,82944,2868
27.759672 -82.678685,Saturday,1001,190035,82944,2868
27.759672 -82.678685,Sunday,196,190035,82944,2868
27.759672 -82.678685,Sunday,340,190035,82944,2868
27.759672 -82.678685,Sunday,452,190035,82944,2868
27.759672 -82.678685,Sunday,1070,190035,82944,2868
27.759672 -82.678685,Monday,799,190035,82944,2868
27.759672 -82.678685,Monday,845,190035,82944,2868
27.759672 -82.678685,Monday,1142,190035,82944,2868
27.759672 -82.678685,Monday,1177,190035,82944,2868
27.759672 -82.678685,Monday,1355,190035,82944,2868
27.759672 -82.678685,Tuesday,11,190035,82944,2868
27.759672 -82.678685,Tuesday,782,190035,82944,2868
27.759672 -82.678685,Tuesday,786,190035,82944,2868
27.759672 -82.678685,Tuesday,821,190035,82944,2868
27.759672 -82.678685,Tuesday,956,190035,82944,2868
27.759672 -82.678685,Tuesday,970,190035,82944,2868
27.759672 -82.678685,Tuesday,980,190035,82944,2868
27.759672 -82.678685,Tuesday,1266,190035,82944,2868
27.759672 -82.678685,Wednesday,148,190035,82944,2868
27.759672 -82.678685,Wednesday,214,190035,82944,2868
27.759672 -82.678685,Wednesday,841,190035,82944,2868
27.759672 -82.678685,Wednesday,1019,190035,82944,2868
27.759672 -82.678685,Wednesday,1020,190035,82944,2868
27.759672 -82.678685,Wednesday,1082,190035,82944,2868
27.759672 -82.678685,Wednesday,1238,190035,82944,2868
27.759672 -82.678685,Wednesday,1381,190035,82944,2868
27.759672 -82.678685,Wednesday,1382,190035,82944,2868
27.759672 -82.678685,Thursday,857,190035,82945,2868
27.759672 -82.678685,Thursday,893,190035,82945,2868
27.759672 -82.678685,Thursday,932,190035,82945,2868
27.759672 -82.678685,Thursday,998,190035,82945,2868
27.759672 -82.678685,Friday,921,190035,82945,2868
27.759672 -82.678685,Saturday,79,190035,82945,2868
27.759672 -82.678685,Sunday,214,190035,82945,2868
27.759672 -82.678685,Monday,840,190035,82945,2868
27.759672 -82.678685,Monday,875,190035,82945,2868
27.759672 -82.678685,Tuesday,208,190035,82945,2868
27.759672 -82.678685,Wednesday,915,190035,82945,2868
27.759672 -82.678685,Wednesday,929,190035,82945,2868
27.759672 -82.678685,Friday,236,190035,82946,2868
27.759672 -82.678685,Friday,279,190035,82946,2868
27.759672 -82.678685,Saturday,1007,190035,82946,2868
27.759672 -82.678685,Saturday,1408,190035,82946,2868
27.759672 -82.678685,Sunday,1033,190035,82946,2868
27.759672 -82.678685,Sunday,1112,190035,82946,2868
27.759672 -82.678685,Monday,1200,190035,82946,2868
27.759672 -82.678685,Tuesday,55,190035,82946,2868
27.759672 -82.678685,Tuesday,931,190035,82946,2868
27.759672 -82.678685,Wednesday,131,190035,82946,2868
27.771284 -82.647797,Wednesday,135,331226,82946,2868
27.771284 -82.647797,Wednesday,244,331226,82946,2868
27.771284 -82.647797,Thursday,920,331226,82947,2868
27.771284 -82.647797,Friday,93,331226,82947,2868
27.771284 -82.647797,Friday,220,331226,82947,2868
27.771284 -82.647797,Friday,230,331226,82947,2868
27.771284 -82.647797,Friday,1057,331226,82947,2868
27.771284 -82.647797,Saturday,983,331226,82947,2868
27.771284 -82.647797,Saturday,1250,331226,82947,2868
27.771284 -82.647797,Sunday,44,331226,82947,2868
27.771284 -82.647797,Tuesday,825,331226,82947,2868
27.771284 -82.647797,Wednesday,138,331226,82947,2868
27.771284 -82.647797,Wednesday,149,331226,82947,2868
25.789219 -80.130196,Thursday,1431,71547,82954,2868
25.789219 -80.130196,Friday,301,71547,82954,2868
25.789219 -80.130196,Friday,1165,71547,82954,2868
25.789219 -80.130196,Saturday,917,71547,82954,2868
25.789219 -80.130196,Sunday,90,71547,82954,2868
25.789219 -80.130196,Sunday,158,71547,82954,2868
25.789219 -80.130196,Sunday,364,71547,82954,2868
25.789219 -80.130196,Sunday,376,71547,82954,2868
25.789219 -80.130196,Monday,228,71547,82954,2868
25.789219 -80.130196,Tuesday,1430,71547,82954,2868
25.789219 -80.130196,Wednesday,226,71547,82954,2868
25.789219 -80.130196,Wednesday,275,71547,82954,2868
27.798093 -82.646601,Wednesday,1080,533863,82954,2868
27.798093 -82.646601,Wednesday,1202,533863,82954,2868
27.798093 -82.646601,Thursday,858,533863,82955,2868
27.798093 -82.646601,Thursday,1283,533863,82955,2868
27.798093 -82.646601,Friday,116,533863,82955,2868
27.798093 -82.646601,Friday,201,533863,82955,2868
27.812746 -82.75398,Saturday,1198,489564,82955,2868
27.812746 -82.75398,Saturday,1387,489564,82955,2868
27.812746 -82.75398,Sunday,1010,489564,82955,2868
27.812746 -82.75398,Sunday,1030,489564,82955,2868
27.812746 -82.75398,Monday,12,489564,82955,2868
27.812746 -82.75398,Monday,879,489564,82955,2868
27.812746 -82.75398,Tuesday,716,489564,82955,2868
27.812746 -82.75398,Tuesday,872,489564,82955,2868
27.812746 -82.75398,Tuesday,874,489564,82955,2868
27.812746 -82.75398,Tuesday,1164,489564,82955,2868
27.812746 -82.75398,Tuesday,1174,489564,82955,2868
27.812746 -82.75398,Tuesday,1246,489564,82955,2868
27.812746 -82.75398,Wednesday,75,489564,82955,2868
27.812746 -82.75398,Wednesday,906,489564,82955,2868
27.812746 -82.75398,Thursday,135,489564,82956,2868
27.812746 -82.75398,Thursday,900,489564,82956,2868
27.812746 -82.75398,Thursday,1061,489564,82956,2868
27.812746 -82.75398,Thursday,1108,489564,82956,2868
27.812746 -82.75398,Thursday,1229,489564,82956,2868
27.812746 -82.75398,Thursday,1426,489564,82956,2868
27.812746 -82.75398,Friday,135,489564,82956,2868
27.812746 -82.75398,Friday,912,489564,82956,2868
